Order_ID,Order_Date,Customer_ID,Customer_Name,City,Product_Category,Product_Name,Quantity,Price,Discount,Sales
100029,5/3/2025,C8385,Customer_2935,Jaipur,Furniture,Bookshelf,3,7897,0.1,21321.9
100030,11/22/2024,C4606,Customer_150,Hyderabad,Electronics,Laptop,4,3301,0.15,11223.4
100031,4/4/2025,C8523,Customer_1202,Pune,Electronics,Bluetooth Speaker,2,3209,0.2,5134.4
100032,9/15/2024,C1025,Customer_717,Nagpur,Furniture,Sofa,3,38990,0.15,99424.5
100033,6/16/2024,C9245,Customer_1611,Ahmedabad,Electronics,Headphones,3,6581,0.1,17768.7
100034,11/19/2024,C3338,Customer_1947,Delhi,Electronics,Smartwatch,3,13663,0.05,38939.55
100035,7/29/2025,C4776,Customer_22,Pune,Clothing,T-Shirt,1,37691,0.2,30152.8
100036,7/8/2025,C8935,Customer_2458,Nagpur,Electronics,Smartwatch,1,20774,0.15,17657.9
100037,10/8/2025,C3415,Customer_433,Kolkata,Home Appliances,Vacuum Cleaner,5,20169,0,100845
100038,2/20/2024,C1024,Customer_61,Bangalore,Clothing,Jeans,5,17425,0.1,78412.5
100039,8/9/2025,C8726,Customer_1578,Nagpur,Electronics,Bluetooth Speaker,1,33191,0.1,29871.9
100040,10/25/2024,C9283,Customer_2767,Delhi,Clothing,Sneakers,2,5721,0.15,9725.7
100041,8/1/2024,C2641,Customer_452,Chennai,Clothing,Jeans,5,9873,0,49365
100042,2/23/2024,C5221,Customer_2243,Nagpur,Furniture,Bookshelf,4,43522,0,174088
100043,10/6/2025,C2491,Customer_2966,Ahmedabad,Furniture,Sofa,4,9386,0.05,35666.8
100044,7/9/2025,C8148,Customer_1003,Kolkata,Furniture,Desk,1,42620,0.15,36227
100045,2/28/2024,C1908,Customer_2416,Ahmedabad,Clothing,Jeans,4,36621,0.05,139159.8
100046,3/15/2024,C1310,Customer_579,Hyderabad,Home Appliances,Vacuum Cleaner,1,41575,0,41575
100047,8/5/2025,C1316,Customer_488,Bangalore,Furniture,Office Chair,1,16416,0.15,13953.6
100048,12/25/2025,C2888,Customer_1687,Kolkata,Electronics,Headphones,4,26225,0.2,83920
100049,4/17/2024,C5820,Customer_2675,Kolkata,Clothing,T-Shirt,5,4409,0.05,20942.75
100050,10/10/2025,C1446,Customer_1822,Kolkata,Furniture,Desk,4,26500,0.05,100700
100051,4/30/2025,C8593,Customer_831,Kolkata,Home Appliances,Vacuum Cleaner,2,32729,0.2,52366.4
100052,12/18/2025,C3809,Customer_2608,Pune,Electronics,Headphones,1,48896,0.05,46451.2
100053,7/7/2025,C2131,Customer_2877,Kolkata,Clothing,Sneakers,3,49587,0.1,133884.9
100054,4/14/2024,C9660,Customer_2009,Chennai,Home Appliances,Mixer,1,14251,0.2,11400.8
100055,8/20/2025,C4379,Customer_2325,Bangalore,Home Appliances,Air Purifier,4,35568,0.2,113817.6
100056,4/30/2024,C6976,Customer_494,Pune,Furniture,Bookshelf,5,49125,0.05,233343.75
100057,8/10/2025,C5564,Customer_1931,Delhi,Furniture,Coffee Table,4,14248,0,56992
100058,6/2/2024,C4967,Customer_32,Bangalore,Clothing,Jacket,2,38597,0,77194
100059,7/16/2025,C4769,Customer_1839,Chennai,Home Appliances,Mixer,2,7263,0.2,11620.8
100060,7/18/2024,C7021,Customer_1328,Ahmedabad,Electronics,Laptop,3,26681,0.15,68036.55
100061,9/11/2024,C1536,Customer_588,Kolkata,Clothing,Sneakers,3,46025,0.1,124267.5
100062,4/17/2025,C8371,Customer_267,Nagpur,Electronics,Laptop,4,11758,0.1,42328.8
100063,12/15/2025,C9314,Customer_2349,Hyderabad,Electronics,Smartwatch,4,24461,0.05,92951.8
100064,10/9/2025,C6444,Customer_1837,Hyderabad,Furniture,Office Chair,4,806,0,3224
100065,6/30/2024,C3726,Customer_1916,Pune,Furniture,Desk,5,36416,0.05,172976
100066,10/22/2024,C9969,Customer_2982,Pune,Home Appliances,Mixer,1,37487,0.1,33738.3
100067,8/27/2025,C6636,Customer_1064,Chennai,Clothing,T-Shirt,2,36010,0,72020
100068,1/5/2024,C6807,Customer_754,Bangalore,Electronics,Laptop,2,33100,0.05,62890
100069,8/8/2025,C7618,Customer_2887,Jaipur,Home Appliances,Microwave,4,36351,0.15,123593.4
100070,11/15/2024,C3289,Customer_2563,Ahmedabad,Clothing,Sneakers,5,9386,0.05,44583.5
100071,11/6/2024,C7640,Customer_918,Hyderabad,Electronics,Smartwatch,4,3213,0.15,10924.2
100072,12/27/2024,C5636,Customer_1422,Nagpur,Furniture,Coffee Table,3,8564,0.15,21838.2
100073,11/23/2025,C9445,Customer_2803,Ahmedabad,Home Appliances,Air Purifier,4,47832,0.15,162628.8
100074,8/28/2025,C9135,Customer_2910,Bangalore,Electronics,Laptop,3,20962,0.15,53453.1
100075,11/25/2024,C4923,Customer_2217,Hyderabad,Furniture,Coffee Table,4,25601,0.1,92163.6
100076,7/17/2025,C5984,Customer_72,Bangalore,Home Appliances,Air Fryer,1,17986,0,17986
100077,8/12/2024,C2650,Customer_2272,Kolkata,Clothing,Jeans,4,31980,0.2,102336
100078,4/26/2025,C3868,Customer_2606,Chennai,Furniture,Sofa,2,17276,0.1,31096.8
100079,1/31/2025,C3802,Customer_138,Nagpur,Furniture,Office Chair,2,43092,0,86184
100080,5/21/2025,C1077,Customer_415,Chennai,Home Appliances,Vacuum Cleaner,3,4224,0.1,11404.8
100081,9/30/2024,C3826,Customer_724,Delhi,Clothing,Sneakers,1,18682,0,18682
100082,2/14/2024,C5902,Customer_966,Jaipur,Clothing,Jeans,4,19605,0.1,70578
100083,8/22/2025,C7499,Customer_1307,Nagpur,Furniture,Coffee Table,1,20247,0.2,16197.6
100084,11/6/2025,C8109,Customer_732,Delhi,Furniture,Desk,5,21772,0.05,103417
100085,9/12/2025,C5569,Customer_2380,Bangalore,Furniture,Office Chair,1,17692,0.15,15038.2
100086,4/26/2025,C5673,Customer_1242,Chennai,Furniture,Bookshelf,4,11306,0,45224
100087,9/20/2025,C3072,Customer_421,Delhi,Electronics,Bluetooth Speaker,2,11436,0.1,20584.8
100088,12/14/2024,C5882,Customer_2275,Delhi,Clothing,Jeans,1,31278,0,31278
100089,8/6/2025,C7734,Customer_2732,Jaipur,Furniture,Bookshelf,2,6619,0,13238
100090,5/27/2025,C9640,Customer_1716,Nagpur,Electronics,Smartphone,2,42048,0.15,71481.6
100091,8/4/2024,C4191,Customer_81,Nagpur,Furniture,Bookshelf,1,16246,0.05,15433.7
100092,12/27/2025,C8668,Customer_1319,Nagpur,Furniture,Bookshelf,1,16107,0.1,14496.3
100093,6/7/2024,C2937,Customer_360,Mumbai,Furniture,Bookshelf,2,44077,0.1,79338.6
100094,9/22/2024,C8999,Customer_231,Ahmedabad,Clothing,Dress,4,32377,0.1,116557.2
100095,7/23/2024,C8030,Customer_621,Hyderabad,Clothing,Jeans,5,13267,0.15,56384.75
100096,6/25/2024,C3848,Customer_2935,Hyderabad,Clothing,Dress,2,39911,0.15,67848.7
100097,12/25/2025,C6054,Customer_25,Delhi,Electronics,Smartphone,5,38501,0,192505
100098,9/29/2024,C7934,Customer_2860,Nagpur,Home Appliances,Air Purifier,2,19527,0.2,31243.2
100099,7/26/2025,C3075,Customer_645,Jaipur,Clothing,Jacket,1,19878,0,19878
100100,2/29/2024,C5983,Customer_1424,Chennai,Electronics,Smartwatch,1,32564,0.15,27679.4
100101,12/29/2025,C1431,Customer_889,Pune,Furniture,Desk,3,21037,0,63111
100102,8/13/2024,C5149,Customer_1598,Pune,Clothing,Sneakers,3,43143,0.2,103543.2
100103,5/27/2024,C6228,Customer_2865,Nagpur,Furniture,Coffee Table,5,4024,0.05,19114
100104,10/1/2024,C7112,Customer_838,Bangalore,Electronics,Laptop,4,40551,0.1,145983.6
100105,9/7/2024,C3221,Customer_229,Chennai,Home Appliances,Mixer,5,20447,0.05,97123.25
100106,12/16/2025,C6151,Customer_1437,Delhi,Home Appliances,Air Fryer,5,10998,0.05,52240.5
100107,6/12/2025,C5399,Customer_1500,Kolkata,Furniture,Coffee Table,5,17083,0.05,81144.25
100108,3/23/2025,C5948,Customer_735,Pune,Clothing,T-Shirt,5,22642,0.1,101889
100109,7/7/2025,C2968,Customer_2434,Jaipur,Clothing,Sneakers,2,12902,0.2,20643.2
100110,3/24/2025,C3007,Customer_2924,Mumbai,Electronics,Laptop,2,44825,0.1,80685
100111,10/27/2024,C1970,Customer_2592,Hyderabad,Clothing,Sneakers,2,31949,0.15,54313.3
100112,5/15/2024,C5514,Customer_2318,Hyderabad,Clothing,Jeans,2,32535,0,65070
100113,3/28/2024,C7763,Customer_1398,Chennai,Furniture,Desk,5,30239,0,151195
100114,5/16/2025,C5264,Customer_1957,Ahmedabad,Clothing,Dress,3,14026,0.1,37870.2
100115,10/15/2025,C7712,Customer_75,Nagpur,Home Appliances,Vacuum Cleaner,3,40995,0.05,116835.75
100116,10/21/2024,C7030,Customer_343,Kolkata,Electronics,Headphones,2,2627,0,5254
100117,11/26/2024,C2675,Customer_381,Jaipur,Electronics,Laptop,3,32156,0.15,81997.8
100118,5/25/2025,C6711,Customer_1050,Jaipur,Home Appliances,Air Fryer,4,43352,0.1,156067.2
100119,3/6/2025,C1432,Customer_894,Kolkata,Home Appliances,Vacuum Cleaner,4,5509,0.15,18730.6
100120,6/27/2024,C3540,Customer_531,Hyderabad,Electronics,Laptop,5,37976,0.2,151904
100121,6/19/2024,C2855,Customer_2816,Pune,Furniture,Bookshelf,5,13114,0.1,59013
100122,10/26/2025,C1189,Customer_949,Delhi,Clothing,Jeans,4,25502,0.05,96907.6
100123,3/22/2025,C5719,Customer_1099,Pune,Electronics,Smartwatch,3,23357,0.15,59560.35
100124,7/25/2024,C2259,Customer_561,Hyderabad,Clothing,T-Shirt,4,20016,0,80064
100125,10/3/2025,C7931,Customer_2623,Nagpur,Home Appliances,Air Purifier,5,37874,0.05,179901.5
100126,3/26/2025,C2348,Customer_2990,Pune,Furniture,Sofa,1,5408,0.2,4326.4
100127,2/12/2025,C1482,Customer_1215,Nagpur,Clothing,Sneakers,1,32642,0,32642
100128,7/16/2024,C2714,Customer_1356,Delhi,Electronics,Headphones,5,40029,0.05,190137.75
100129,9/25/2025,C9604,Customer_67,Ahmedabad,Clothing,T-Shirt,1,42366,0.05,40247.7
100130,11/3/2024,C9346,Customer_2228,Kolkata,Home Appliances,Vacuum Cleaner,1,33086,0.15,28123.1
100131,6/16/2025,C3397,Customer_771,Mumbai,Electronics,Bluetooth Speaker,3,4066,0.2,9758.4
100132,4/22/2024,C3654,Customer_1177,Kolkata,Electronics,Bluetooth Speaker,5,39725,0.05,188693.75
100133,8/16/2024,C7306,Customer_1146,Pune,Clothing,Jeans,2,43213,0.1,77783.4
100134,5/14/2024,C8196,Customer_2779,Delhi,Electronics,Laptop,3,36555,0.2,87732
100135,1/22/2025,C8508,Customer_2080,Hyderabad,Clothing,T-Shirt,2,33315,0.05,63298.5
100136,8/31/2025,C8271,Customer_1492,Nagpur,Furniture,Bookshelf,5,28979,0.05,137650.25
100137,10/24/2024,C8327,Customer_771,Hyderabad,Clothing,Sneakers,4,29091,0,116364
100138,7/21/2024,C2554,Customer_43,Delhi,Electronics,Bluetooth Speaker,1,11139,0.05,10582.05
100139,10/3/2024,C7221,Customer_1238,Chennai,Furniture,Desk,4,41193,0.05,156533.4
100140,2/26/2024,C7388,Customer_11,Chennai,Furniture,Coffee Table,4,24074,0.15,81851.6
100141,12/23/2024,C9526,Customer_94,Nagpur,Electronics,Bluetooth Speaker,4,4154,0.15,14123.6
100142,4/10/2024,C6170,Customer_2323,Mumbai,Electronics,Laptop,5,33794,0.2,135176
100143,10/11/2024,C4392,Customer_1182,Jaipur,Clothing,Jacket,2,14157,0.1,25482.6
100144,5/1/2025,C3779,Customer_2953,Chennai,Clothing,T-Shirt,5,8870,0.1,39915
100145,8/24/2024,C2257,Customer_2705,Mumbai,Furniture,Desk,5,12079,0.1,54355.5
100146,1/1/2025,C2052,Customer_1022,Chennai,Clothing,Jeans,5,8705,0,43525
100147,6/15/2024,C9846,Customer_2383,Delhi,Furniture,Bookshelf,4,521,0,2084
100148,11/28/2024,C9158,Customer_1940,Jaipur,Furniture,Coffee Table,5,38489,0.05,182822.75
100149,8/13/2024,C5678,Customer_81,Jaipur,Home Appliances,Vacuum Cleaner,5,29765,0.1,133942.5
100150,11/6/2024,C7343,Customer_344,Jaipur,Home Appliances,Mixer,2,42746,0.2,68393.6
100151,3/14/2024,C5262,Customer_253,Nagpur,Electronics,Headphones,4,47946,0.2,153427.2
100152,2/19/2025,C9560,Customer_1020,Chennai,Home Appliances,Air Fryer,1,36726,0.1,33053.4
100153,2/2/2024,C9729,Customer_1272,Jaipur,Furniture,Coffee Table,3,10105,0.05,28799.25
100154,12/16/2024,C5266,Customer_804,Hyderabad,Furniture,Bookshelf,3,23667,0.15,60350.85
100155,10/11/2024,C1862,Customer_52,Pune,Furniture,Desk,3,5073,0.15,12936.15
100156,9/13/2024,C5669,Customer_2601,Bangalore,Electronics,Bluetooth Speaker,2,15532,0.15,26404.4
100157,4/14/2025,C8787,Customer_612,Mumbai,Electronics,Bluetooth Speaker,1,461,0.1,414.9
100158,4/4/2024,C2057,Customer_365,Bangalore,Electronics,Bluetooth Speaker,4,13949,0.1,50216.4
100159,9/20/2025,C7406,Customer_1133,Chennai,Electronics,Laptop,5,35890,0.1,161505
100160,1/4/2024,C2039,Customer_1710,Delhi,Home Appliances,Air Fryer,4,13378,0.15,45485.2
100161,7/5/2024,C7930,Customer_543,Delhi,Furniture,Office Chair,4,9810,0,39240
100162,4/25/2025,C9795,Customer_247,Ahmedabad,Furniture,Desk,3,29042,0.05,82769.7
100163,11/5/2025,C6832,Customer_1613,Jaipur,Furniture,Desk,3,26576,0.2,63782.4
100164,9/6/2024,C4673,Customer_704,Kolkata,Electronics,Headphones,5,20195,0.2,80780
100165,6/26/2024,C7896,Customer_197,Pune,Home Appliances,Vacuum Cleaner,3,19206,0.1,51856.2
100166,4/17/2025,C3813,Customer_338,Nagpur,Clothing,Sneakers,2,35380,0.05,67222
100167,2/29/2024,C3035,Customer_2841,Ahmedabad,Home Appliances,Air Fryer,5,25069,0.15,106543.25
100168,6/1/2025,C3073,Customer_2925,Nagpur,Home Appliances,Mixer,4,9045,0.15,30753
100169,8/18/2024,C6493,Customer_574,Bangalore,Electronics,Smartphone,5,2685,0.2,10740
100170,12/5/2024,C7645,Customer_767,Mumbai,Home Appliances,Vacuum Cleaner,5,9257,0.2,37028
100171,9/4/2025,C6311,Customer_1538,Nagpur,Home Appliances,Air Fryer,1,47828,0.1,43045.2
100172,12/22/2024,C9829,Customer_2832,Chennai,Home Appliances,Air Purifier,5,35459,0.05,168430.25
100173,3/29/2025,C1584,Customer_2797,Jaipur,Home Appliances,Air Purifier,1,40615,0.15,34522.75
100174,4/8/2024,C3905,Customer_1212,Chennai,Home Appliances,Vacuum Cleaner,4,37617,0.1,135421.2
100175,9/19/2025,C3150,Customer_2555,Delhi,Home Appliances,Mixer,5,17594,0,87970
100176,8/5/2024,C4012,Customer_335,Mumbai,Furniture,Bookshelf,1,28442,0.15,24175.7
100177,6/6/2024,C9280,Customer_2569,Nagpur,Clothing,Jacket,1,39049,0.05,37096.55
100178,11/6/2025,C4498,Customer_2167,Chennai,Clothing,T-Shirt,2,2305,0.1,4149
100179,6/22/2024,C4671,Customer_913,Nagpur,Electronics,Smartwatch,3,1621,0.05,4619.85
100180,7/20/2025,C5723,Customer_1356,Delhi,Electronics,Laptop,5,44019,0.15,187080.75
100181,8/26/2024,C5490,Customer_2868,Ahmedabad,Furniture,Sofa,5,23788,0.2,95152
100182,4/20/2025,C7676,Customer_2674,Delhi,Clothing,T-Shirt,1,38438,0.2,30750.4
100183,7/10/2025,C4174,Customer_2343,Chennai,Home Appliances,Vacuum Cleaner,2,2149,0.2,3438.4
100184,4/28/2025,C8521,Customer_98,Hyderabad,Clothing,Jacket,4,11657,0.2,37302.4
100185,7/22/2024,C3000,Customer_1954,Jaipur,Furniture,Coffee Table,1,38340,0.1,34506
100186,3/20/2025,C2970,Customer_1796,Mumbai,Electronics,Smartphone,3,24886,0.2,59726.4
100187,7/8/2024,C4337,Customer_1627,Chennai,Home Appliances,Air Fryer,1,27872,0.2,22297.6
100188,10/4/2024,C9871,Customer_494,Delhi,Electronics,Bluetooth Speaker,5,7623,0.2,30492
100189,7/16/2025,C1941,Customer_2014,Delhi,Electronics,Laptop,4,32711,0.2,104675.2
100190,8/24/2024,C3048,Customer_77,Mumbai,Electronics,Bluetooth Speaker,2,9543,0.15,16223.1
100191,12/2/2025,C2835,Customer_2825,Pune,Furniture,Bookshelf,5,35218,0,176090
100192,6/22/2025,C1487,Customer_198,Hyderabad,Home Appliances,Microwave,1,38595,0.1,34735.5
100193,7/5/2025,C7670,Customer_794,Nagpur,Clothing,Sneakers,5,49516,0.2,198064
100194,3/23/2024,C5652,Customer_1201,Kolkata,Furniture,Coffee Table,1,46370,0.2,37096
100195,11/18/2025,C4851,Customer_1866,Hyderabad,Electronics,Laptop,2,14026,0,28052
100196,7/25/2024,C1437,Customer_2114,Chennai,Furniture,Coffee Table,3,27724,0.05,79013.4
100197,2/18/2025,C4604,Customer_2791,Ahmedabad,Electronics,Smartphone,1,40411,0.05,38390.45
100198,10/10/2025,C9717,Customer_2788,Nagpur,Furniture,Coffee Table,5,28751,0.15,122191.75
100199,2/22/2025,C4325,Customer_982,Bangalore,Electronics,Smartwatch,1,49717,0,49717
100200,8/11/2024,C2214,Customer_1276,Chennai,Furniture,Coffee Table,1,814,0.05,773.3
100201,2/13/2025,C5673,Customer_1060,Jaipur,Home Appliances,Mixer,3,46557,0.1,125703.9
100202,4/23/2025,C8798,Customer_1660,Kolkata,Clothing,Jeans,3,47203,0.15,120367.65
100203,6/7/2025,C7318,Customer_2997,Chennai,Home Appliances,Air Fryer,4,23584,0.1,84902.4
100204,12/21/2024,C1511,Customer_800,Mumbai,Electronics,Bluetooth Speaker,5,24195,0.15,102828.75
100205,5/1/2025,C8832,Customer_555,Chennai,Electronics,Laptop,5,30097,0.1,135436.5
100206,9/22/2025,C2423,Customer_1677,Bangalore,Clothing,Sneakers,4,14121,0.15,48011.4
100207,12/13/2025,C4976,Customer_1981,Nagpur,Home Appliances,Microwave,1,42437,0.05,40315.15
100208,4/25/2025,C7801,Customer_1283,Pune,Home Appliances,Vacuum Cleaner,5,31150,0.15,132387.5
100209,5/11/2024,C6767,Customer_1086,Nagpur,Clothing,Jacket,3,23622,0.1,63779.4
100210,5/27/2025,C2411,Customer_2404,Mumbai,Electronics,Smartphone,4,18336,0.15,62342.4
100211,5/10/2025,C6541,Customer_166,Nagpur,Clothing,T-Shirt,5,11847,0.2,47388
100212,1/9/2024,C4743,Customer_1739,Pune,Electronics,Smartphone,2,7974,0.1,14353.2
100213,8/24/2025,C3657,Customer_423,Ahmedabad,Furniture,Coffee Table,4,41954,0.05,159425.2
100214,3/24/2025,C9223,Customer_937,Chennai,Electronics,Smartwatch,2,20182,0.05,38345.8
100215,1/8/2025,C4775,Customer_1777,Pune,Clothing,T-Shirt,3,3093,0.1,8351.1
100216,4/13/2025,C1198,Customer_2648,Chennai,Furniture,Bookshelf,3,3639,0,10917
100217,4/5/2024,C1108,Customer_1209,Ahmedabad,Home Appliances,Air Purifier,1,12976,0.2,10380.8
100218,2/7/2024,C2494,Customer_2908,Hyderabad,Clothing,Jeans,4,42513,0.1,153046.8
100219,6/24/2025,C2173,Customer_269,Mumbai,Furniture,Desk,5,18135,0,90675
100220,9/19/2024,C9501,Customer_1708,Ahmedabad,Furniture,Sofa,1,40072,0,40072
100221,7/15/2024,C9082,Customer_1047,Jaipur,Clothing,Jeans,3,16035,0.15,40889.25
100222,3/24/2025,C4409,Customer_2560,Ahmedabad,Home Appliances,Microwave,5,42031,0.05,199647.25
100223,7/15/2025,C7886,Customer_1439,Pune,Clothing,Jeans,1,5165,0.05,4906.75
100224,3/13/2024,C9964,Customer_1345,Bangalore,Furniture,Bookshelf,1,46270,0.15,39329.5
100225,6/13/2024,C6488,Customer_766,Ahmedabad,Home Appliances,Air Purifier,2,41891,0.15,71214.7
100226,12/4/2025,C4731,Customer_382,Bangalore,Home Appliances,Air Fryer,3,4567,0.2,10960.8
100227,8/25/2024,C1472,Customer_2166,Delhi,Electronics,Smartwatch,5,8083,0.1,36373.5
100228,2/16/2024,C2253,Customer_2755,Ahmedabad,Home Appliances,Mixer,3,21151,0.1,57107.7
100229,11/25/2024,C7690,Customer_1342,Bangalore,Electronics,Smartwatch,3,42713,0.1,115325.1
100230,3/31/2025,C9113,Customer_2926,Hyderabad,Clothing,T-Shirt,3,26091,0,78273
100231,3/2/2024,C8258,Customer_2121,Pune,Electronics,Smartwatch,3,32334,0.1,87301.8
100232,10/8/2025,C6627,Customer_1532,Chennai,Clothing,Dress,2,768,0,1536
100233,8/11/2025,C8819,Customer_2802,Chennai,Home Appliances,Air Fryer,2,41166,0.1,74098.8
100234,3/23/2024,C7395,Customer_1716,Kolkata,Home Appliances,Mixer,2,3508,0,7016
100235,2/7/2025,C2734,Customer_511,Ahmedabad,Clothing,Dress,5,18022,0.2,72088
100236,4/16/2024,C3100,Customer_495,Jaipur,Clothing,Sneakers,5,254,0.05,1206.5
100237,4/13/2024,C8745,Customer_85,Pune,Home Appliances,Air Purifier,3,21092,0.05,60112.2
100238,3/29/2024,C8490,Customer_521,Jaipur,Electronics,Laptop,1,17221,0.1,15498.9
100239,1/5/2025,C5565,Customer_2520,Ahmedabad,Home Appliances,Mixer,5,12654,0.2,50616
100240,1/7/2025,C7655,Customer_2222,Mumbai,Electronics,Smartphone,1,37274,0.1,33546.6
100241,1/7/2025,C5525,Customer_1791,Kolkata,Electronics,Bluetooth Speaker,2,15295,0.2,24472
100242,10/8/2024,C8910,Customer_1768,Ahmedabad,Home Appliances,Microwave,4,30870,0.05,117306
100243,4/19/2025,C1674,Customer_1679,Ahmedabad,Electronics,Laptop,2,756,0,1512
100244,7/6/2024,C2909,Customer_1237,Delhi,Home Appliances,Vacuum Cleaner,2,32442,0.05,61639.8
100245,4/19/2024,C4256,Customer_2630,Bangalore,Furniture,Coffee Table,2,11040,0.2,17664
100246,1/19/2024,C3459,Customer_289,Nagpur,Clothing,Jacket,4,554,0.2,1772.8
100247,8/2/2025,C1726,Customer_1495,Jaipur,Clothing,Jeans,3,434,0.2,1041.6
100248,4/10/2025,C6958,Customer_681,Ahmedabad,Furniture,Desk,5,37794,0.05,179521.5
100249,5/24/2024,C1103,Customer_660,Hyderabad,Electronics,Smartwatch,3,31676,0.15,80773.8
100250,1/14/2025,C6592,Customer_503,Delhi,Clothing,Jeans,1,15588,0.1,14029.2
100251,11/14/2024,C9364,Customer_715,Jaipur,Clothing,Jacket,2,2653,0.05,5040.7
100252,3/12/2024,C4361,Customer_1038,Nagpur,Home Appliances,Air Purifier,5,28577,0.15,121452.25
100253,1/21/2025,C1305,Customer_115,Delhi,Home Appliances,Mixer,4,18490,0.05,70262
100254,4/12/2025,C1561,Customer_2649,Ahmedabad,Home Appliances,Vacuum Cleaner,3,17933,0.1,48419.1
100255,10/7/2024,C2115,Customer_990,Jaipur,Furniture,Office Chair,4,25887,0.15,88015.8
100256,12/21/2025,C6970,Customer_350,Nagpur,Home Appliances,Mixer,5,2469,0.2,9876
100257,5/27/2024,C5677,Customer_2578,Nagpur,Furniture,Office Chair,2,6081,0.05,11553.9
100258,9/30/2025,C9119,Customer_2619,Mumbai,Home Appliances,Mixer,1,5939,0.1,5345.1
100259,7/2/2025,C5680,Customer_1098,Mumbai,Home Appliances,Vacuum Cleaner,4,43048,0,172192
100260,9/11/2024,C9243,Customer_825,Pune,Furniture,Desk,4,338,0,1352
100261,10/25/2024,C6640,Customer_2304,Nagpur,Home Appliances,Air Fryer,1,38175,0,38175
100262,6/8/2024,C6500,Customer_511,Mumbai,Furniture,Sofa,5,19934,0,99670
100263,3/2/2024,C4058,Customer_1912,Ahmedabad,Electronics,Headphones,4,37511,0.2,120035.2
100264,10/25/2024,C1084,Customer_2878,Hyderabad,Furniture,Sofa,1,25119,0.15,21351.15
100265,11/22/2024,C7307,Customer_2755,Mumbai,Home Appliances,Vacuum Cleaner,1,2442,0.05,2319.9
100266,2/28/2025,C2868,Customer_1421,Ahmedabad,Home Appliances,Air Fryer,5,30813,0.1,138658.5
100267,6/20/2025,C6670,Customer_1064,Ahmedabad,Clothing,Jacket,5,9521,0.2,38084
100268,4/24/2024,C3844,Customer_2241,Chennai,Home Appliances,Mixer,5,36376,0.05,172786
